TIME,ORDER_ID,CLIENT_ORDER_ID,SIDE,LIMIT_PRICE,QUANTITY,REMAINING_QUANTITY,CUMULATIVE_FILLED_QUANTITY,CUMULATIVE_FILLED_PRICE_TIMES_QUANTITY,STATUS
2021-12-23T00:02:39.047805497Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02826371,0.01984167,,PARTIALLY_FILLED
2021-12-23T00:02:39.057999686Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.0279363,0.02016908,,PARTIALLY_FILLED
2021-12-23T00:02:39.090370696Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02672213,0.02138325,,PARTIALLY_FILLED
2021-12-23T00:02:39.100709628Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02460395,0.02350143,,PARTIALLY_FILLED
2021-12-23T00:02:39.101094416Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02371727,0.02438811,,PARTIALLY_FILLED
2021-12-23T00:02:39.206551679Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02294045,0.02516493,,PARTIALLY_FILLED
2021-12-23T00:02:39.227092962Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02225446,0.02585092,,PARTIALLY_FILLED
2021-12-23T00:02:39.237545340Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02214246,0.02596292,,PARTIALLY_FILLED
2021-12-23T00:02:39.332811376Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.02145794,0.02664744,,PARTIALLY_FILLED
2021-12-23T00:02:39.407251375Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.00897359,0.03913179,,PARTIALLY_FILLED
2021-12-23T00:02:39.460590897Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.00840985,0.03969553,,PARTIALLY_FILLED
2021-12-23T00:02:39.481323507Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.00730848,0.0407969,,PARTIALLY_FILLED
2021-12-23T00:02:39.534682596Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.0066191,0.04148628,,PARTIALLY_FILLED
2021-12-23T00:02:39.534872281Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.00228102,0.04582436,,PARTIALLY_FILLED
2021-12-23T00:02:39.534978787Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0.00221223,0.04589315,,PARTIALLY_FILLED
2021-12-23T00:02:39.566894416Z,94403265319912,2021-12-2300:02:37_BUY,BUY,48638.6,0.04810538,0,0.04810538,,FILLED
2021-12-23T00:02:39.566894416Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04810538,0,,NEW
2021-12-23T00:02:39.566894416Z,94403265319915,2021-12-2300:02:39_SELL,SELL,48638.7,0.04810538,0.04810538,0,,NEW
2021-12-23T00:02:39.577655572Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04723285,0.00087253,,PARTIALLY_FILLED
2021-12-23T00:02:39.588200067Z,94403265319915,2021-12-2300:02:39_SELL,SELL,48638.7,0.04810538,0.04310539,0.00499999,,PARTIALLY_FILLED
2021-12-23T00:02:39.588200067Z,94403265319915,2021-12-2300:02:39_SELL,SELL,48638.7,0.04810538,0.04060539,0.00749999,,PARTIALLY_FILLED
2021-12-23T00:02:39.588200067Z,94403265319915,2021-12-2300:02:39_SELL,SELL,48638.7,0.04810538,0.0334185,0.01468688,,PARTIALLY_FILLED
2021-12-23T00:02:39.588200067Z,94403265319915,2021-12-2300:02:39_SELL,SELL,48638.7,0.04810538,0,0.04810538,,FILLED
2021-12-23T00:02:39.629644773Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04722198,0.0008834,,PARTIALLY_FILLED
2021-12-23T00:02:39.629897045Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04369979,0.00440559,,PARTIALLY_FILLED
2021-12-23T00:02:39.692860097Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04363119,0.00447419,,PARTIALLY_FILLED
2021-12-23T00:02:39.693011520Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04151301,0.00659237,,PARTIALLY_FILLED
2021-12-23T00:02:39.703099408Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.04135409,0.00675129,,PARTIALLY_FILLED
2021-12-23T00:02:39.723727281Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03906816,0.00903722,,PARTIALLY_FILLED
2021-12-23T00:02:39.734622912Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03896879,0.00913659,,PARTIALLY_FILLED
2021-12-23T00:02:39.745453838Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03850669,0.00959869,,PARTIALLY_FILLED
2021-12-23T00:02:39.787095910Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03838925,0.00971613,,PARTIALLY_FILLED
2021-12-23T00:02:39.850460556Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03817967,0.00992571,,PARTIALLY_FILLED
2021-12-23T00:02:39.912999787Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03706432,0.01104106,,PARTIALLY_FILLED
2021-12-23T00:02:39.945143320Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03690475,0.01120063,,PARTIALLY_FILLED
2021-12-23T00:02:39.945338023Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03607868,0.0120267,,PARTIALLY_FILLED
2021-12-23T00:02:39.965671969Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.0355851,0.01252028,,PARTIALLY_FILLED
2021-12-23T00:02:40.007772944Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03517,0.01293538,,PARTIALLY_FILLED
2021-12-23T00:02:40.051347390Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03450511,0.01360027,,PARTIALLY_FILLED
2021-12-23T00:02:40.073746277Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03342492,0.01468046,,PARTIALLY_FILLED
2021-12-23T00:02:40.105683227Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03308713,0.01501825,,PARTIALLY_FILLED
2021-12-23T00:02:40.116565660Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03172719,0.01637819,,PARTIALLY_FILLED
2021-12-23T00:02:40.126087448Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03159327,0.01651211,,PARTIALLY_FILLED
2021-12-23T00:02:40.135733237Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03120446,0.01690092,,PARTIALLY_FILLED
2021-12-23T00:02:40.146432062Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.03006203,0.01804335,,PARTIALLY_FILLED
2021-12-23T00:02:40.166844877Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02935682,0.01874856,,PARTIALLY_FILLED
2021-12-23T00:02:40.188440505Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02884605,0.01925933,,PARTIALLY_FILLED
2021-12-23T00:02:40.199010173Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02881827,0.01928711,,PARTIALLY_FILLED
2021-12-23T00:02:40.209634473Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02854411,0.01956127,,PARTIALLY_FILLED
2021-12-23T00:02:40.209824299Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02717676,0.02092862,,PARTIALLY_FILLED
2021-12-23T00:02:40.240106804Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02472607,0.02337931,,PARTIALLY_FILLED
2021-12-23T00:02:40.261761834Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02434867,0.02375671,,PARTIALLY_FILLED
2021-12-23T00:02:40.293507724Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02350556,0.02459982,,PARTIALLY_FILLED
2021-12-23T00:02:40.293760965Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02303537,0.02507001,,PARTIALLY_FILLED
2021-12-23T00:02:40.304150838Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.02250045,0.02560493,,PARTIALLY_FILLED
2021-12-23T00:02:40.314498690Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01929517,0.02881021,,PARTIALLY_FILLED
2021-12-23T00:02:40.314684138Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01916134,0.02894404,,PARTIALLY_FILLED
2021-12-23T00:02:40.314771855Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01720175,0.03090363,,PARTIALLY_FILLED
2021-12-23T00:02:40.325643888Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01668409,0.03142129,,PARTIALLY_FILLED
2021-12-23T00:02:40.336326831Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01563876,0.03246662,,PARTIALLY_FILLED
2021-12-23T00:02:40.356999978Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01479078,0.0333146,,PARTIALLY_FILLED
2021-12-23T00:02:40.357207906Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01405015,0.03405523,,PARTIALLY_FILLED
2021-12-23T00:02:40.367725621Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.013542,0.03456338,,PARTIALLY_FILLED
2021-12-23T00:02:40.378401528Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01246181,0.03564357,,PARTIALLY_FILLED
2021-12-23T00:02:40.389144236Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01242826,0.03567712,,PARTIALLY_FILLED
2021-12-23T00:02:40.389342225Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01140256,0.03670282,,PARTIALLY_FILLED
2021-12-23T00:02:40.398856768Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01102781,0.03707757,,PARTIALLY_FILLED
2021-12-23T00:02:40.399054168Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.01011233,0.03799305,,PARTIALLY_FILLED
2021-12-23T00:02:40.420313951Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.00919685,0.03890853,,PARTIALLY_FILLED
2021-12-23T00:02:40.430333165Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.0091633,0.03894208,,PARTIALLY_FILLED
2021-12-23T00:02:40.440797118Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.00859452,0.03951086,,PARTIALLY_FILLED
2021-12-23T00:02:40.440966263Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.00771739,0.04038799,,PARTIALLY_FILLED
2021-12-23T00:02:40.441044676Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.00223294,0.04587244,,PARTIALLY_FILLED
2021-12-23T00:02:40.462221222Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.00166682,0.04643856,,PARTIALLY_FILLED
2021-12-23T00:02:40.462434805Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0.00157161,0.04653377,,PARTIALLY_FILLED
2021-12-23T00:02:40.462583999Z,94403265319914,2021-12-2300:02:39_BUY,BUY,48638.6,0.04810538,0,0.04810538,,FILLED
2021-12-23T00:02:40.462583999Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04810538,0,,NEW
2021-12-23T00:02:40.462583999Z,94403265319917,2021-12-2300:02:40_SELL,SELL,48638.7,0.04810538,0.04810538,0,,NEW
2021-12-23T00:02:40.473293717Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04681635,0.00128903,,PARTIALLY_FILLED
2021-12-23T00:02:40.473517289Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04675469,0.00135069,,PARTIALLY_FILLED
2021-12-23T00:02:40.473676640Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04565648,0.0024489,,PARTIALLY_FILLED
2021-12-23T00:02:40.484133262Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04392995,0.00417543,,PARTIALLY_FILLED
2021-12-23T00:02:40.494235927Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04329857,0.00480681,,PARTIALLY_FILLED
2021-12-23T00:02:40.514736585Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04261988,0.0054855,,PARTIALLY_FILLED
2021-12-23T00:02:40.515119178Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.0418895,0.00621588,,PARTIALLY_FILLED
2021-12-23T00:02:40.525463941Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04175576,0.00634962,,PARTIALLY_FILLED
2021-12-23T00:02:40.525650093Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.04041677,0.00768861,,PARTIALLY_FILLED
2021-12-23T00:02:40.535928170Z,94403265319917,2021-12-2300:02:40_SELL,SELL,48638.7,0.04810538,0.04796896,0.00013642,,PARTIALLY_FILLED
2021-12-23T00:02:40.536109893Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03949131,0.00861407,,PARTIALLY_FILLED
2021-12-23T00:02:40.546952933Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03944026,0.00866512,,PARTIALLY_FILLED
2021-12-23T00:02:40.567902004Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03890971,0.00919567,,PARTIALLY_FILLED
2021-12-23T00:02:40.578546498Z,94403265319917,2021-12-2300:02:40_SELL,SELL,48638.7,0.04810538,0.04781272,0.00029266,,PARTIALLY_FILLED
2021-12-23T00:02:40.578667622Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03830482,0.00980056,,PARTIALLY_FILLED
2021-12-23T00:02:40.578737056Z,94403265319917,2021-12-2300:02:40_SELL,SELL,48638.7,0.04810538,0.0477189,0.00038648,,PARTIALLY_FILLED
2021-12-23T00:02:40.578797706Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03828186,0.00982352,,PARTIALLY_FILLED
2021-12-23T00:02:40.598884126Z,94403265319917,2021-12-2300:02:40_SELL,SELL,48638.7,0.04810538,0.0476653,0.00044008,,PARTIALLY_FILLED
2021-12-23T00:02:40.599130122Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03741901,0.01068637,,PARTIALLY_FILLED
2021-12-23T00:02:40.609461943Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.0372854,0.01081998,,PARTIALLY_FILLED
2021-12-23T00:02:40.620132869Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03684112,0.01126426,,PARTIALLY_FILLED
2021-12-23T00:02:40.630726210Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03631816,0.01178722,,PARTIALLY_FILLED
2021-12-23T00:02:40.630893847Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03553091,0.01257447,,PARTIALLY_FILLED
2021-12-23T00:02:40.652150403Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03470068,0.0134047,,PARTIALLY_FILLED
2021-12-23T00:02:40.652354685Z,94403265319917,2021-12-2300:02:40_SELL,SELL,48638.7,0.04810538,0.04399361,0.00411177,,PARTIALLY_FILLED
2021-12-23T00:02:40.662091247Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.03424732,0.01385806,,PARTIALLY_FILLED
2021-12-23T00:02:40.673296412Z,94403265319916,2021-12-2300:02:40_BUY,BUY,48638.6,0.04810538,0.0337674,0.01433798,,PARTIALLY_FILLED
